device_id,owner_address,timestamp,steps_count,heart_rate,calories_burned,exercise_duration,activity_type,activity_confidence,ambient_temperature,encrypted_data,data_hash
did:lcore:health-tracker-9,PLACEHOLDER_FOR_CARTESI,1730436600,3101,168,219,29,Sedentary,0.9460619949618408,27.737632936968524,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-10,PLACEHOLDER_FOR_CARTESI,1730471400,919,133,151,50,Running,0.937351357533265,26.424687782397488,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-2,PLACEHOLDER_FOR_CARTESI,1730450820,118,145,293,56,Walking,0.8736305591534874,23.96783917064397,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-2,PLACEHOLDER_FOR_CARTESI,1730467200,3780,83,222,23,Walking,0.974015280939724,24.41260605530005,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-4,PLACEHOLDER_FOR_CARTESI,1730458800,675,157,229,43,Cycling,0.9339192342860212,22.03540118878277,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-1,PLACEHOLDER_FOR_CARTESI,1730470200,1572,80,66,17,Sedentary,0.8680400840828728,25.8349595907573,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-3,PLACEHOLDER_FOR_CARTESI,1730457000,4578,146,71,53,Sedentary,0.951042059073664,29.16456557164228,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-6,PLACEHOLDER_FOR_CARTESI,1730451600,1368,131,495,54,Sedentary,0.9012121287031232,28.487884803437694,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-9,PLACEHOLDER_FOR_CARTESI,1730452500,1744,114,423,53,Walking,0.9417432904520968,27.144993682100623,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-2,PLACEHOLDER_FOR_CARTESI,1730455680,4574,141,289,39,Running,0.877318694254771,22.668086048902747,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-1,PLACEHOLDER_FOR_CARTESI,1730444940,1911,131,232,22,Cycling,0.984413297262132,22.408182260162185,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-2,PLACEHOLDER_FOR_CARTESI,1730467200,1334,116,198,26,Cycling,0.953142744579861,24.00148173547307,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-10,PLACEHOLDER_FOR_CARTESI,1730473320,3939,68,80,14,Sedentary,0.9705806440222776,28.25516021442832,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-3,PLACEHOLDER_FOR_CARTESI,1730494800,648,92,152,26,Running,0.8846153381754508,23.24950433746169,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-8,PLACEHOLDER_FOR_CARTESI,1730494020,4020,72,472,54,Walking,0.9990086923218338,21.100066900850756,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-3,PLACEHOLDER_FOR_CARTESI,1730485200,3005,99,352,21,Running,0.9253176898856624,23.07453177121199,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-3,PLACEHOLDER_FOR_CARTESI,1730481300,615,108,198,53,Sedentary,0.9082818247647396,27.59182119225691,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-7,PLACEHOLDER_FOR_CARTESI,1730468880,2188,121,231,20,Cycling,0.9319370542179232,20.88451914875743,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-9,PLACEHOLDER_FOR_CARTESI,1730461500,3673,118,298,54,Walking,0.8975188213354938,28.97983176925962,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-6,PLACEHOLDER_FOR_CARTESI,1730485440,3305,156,497,26,Cycling,0.8977915345745644,24.54416586713048,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-10,PLACEHOLDER_FOR_CARTESI,1730495640,980,148,399,19,Walking,0.9806174243345904,29.410932593349308,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-6,PLACEHOLDER_FOR_CARTESI,1730497200,1386,130,50,35,Sedentary,0.8837336585528694,22.28096288838662,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-2,PLACEHOLDER_FOR_CARTESI,1730511000,3538,122,102,37,Walking,0.9717700006825468,28.60255206183253,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-5,PLACEHOLDER_FOR_CARTESI,1730500320,4726,157,451,31,Walking,0.9512116151834208,20.560385616842005,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-6,PLACEHOLDER_FOR_CARTESI,1730501880,1313,107,147,39,Sedentary,0.9052755874326512,28.743648044902372,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-2,PLACEHOLDER_FOR_CARTESI,1730474280,1562,118,467,23,Cycling,0.8920157639730248,23.308072197487363,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-1,PLACEHOLDER_FOR_CARTESI,1730485200,2015,168,454,23,Running,0.990337957840174,23.010831520739767,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-2,PLACEHOLDER_FOR_CARTESI,1730456160,2813,139,162,18,Running,0.98464347601555,29.59227461420031,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-7,PLACEHOLDER_FOR_CARTESI,1730511540,2551,112,440,41,Cycling,0.8804536143111185,27.799071960393658,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-9,PLACEHOLDER_FOR_CARTESI,1730464440,3038,177,247,21,Walking,0.9017429468835388,26.796479656674578,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-9,PLACEHOLDER_FOR_CARTESI,1730454600,2934,99,401,48,Sedentary,0.9242530871499056,23.613734674214033,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-10,PLACEHOLDER_FOR_CARTESI,1730476800,1175,75,318,25,Sedentary,0.967816486310746,22.322883043857026,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-6,PLACEHOLDER_FOR_CARTESI,1730514360,796,119,141,50,Sedentary,0.9832028733289776,23.779265156774017,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-3,PLACEHOLDER_FOR_CARTESI,1730463840,3700,69,496,15,Running,0.8736820086899278,28.598662950315887,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-2,PLACEHOLDER_FOR_CARTESI,1730513700,3528,134,352,26,Sedentary,0.9825935928597213,26.973197951080618,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-1,PLACEHOLDER_FOR_CARTESI,1730519040,2711,144,310,23,Cycling,0.8801412411399502,21.796311286616167,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-4,PLACEHOLDER_FOR_CARTESI,1730520600,1179,179,436,53,Sedentary,0.8691111959324874,23.075858588310773,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-4,PLACEHOLDER_FOR_CARTESI,1730530080,4926,153,297,30,Cycling,0.8960453424869422,20.139825270306986,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-10,PLACEHOLDER_FOR_CARTESI,1730491560,969,64,218,29,Walking,0.9012542467323246,23.69867641471803,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-2,PLACEHOLDER_FOR_CARTESI,1730517120,3307,92,267,44,Walking,0.9904585245349028,27.355790487798668,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-2,PLACEHOLDER_FOR_CARTESI,1730485440,1485,130,125,17,Walking,0.9745291084878294,28.785807354007417,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-2,PLACEHOLDER_FOR_CARTESI,1730503200,621,167,344,12,Walking,0.9732045152920992,25.97288424818516,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-6,PLACEHOLDER_FOR_CARTESI,1730508660,1237,90,86,43,Cycling,0.975343144559712,26.956975917417367,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-9,PLACEHOLDER_FOR_CARTESI,1730505600,2555,161,252,12,Sedentary,0.8704365364100874,23.96017353647353,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-1,PLACEHOLDER_FOR_CARTESI,1730537460,3111,95,69,59,Running,0.9336133626346332,24.63540179414425,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-8,PLACEHOLDER_FOR_CARTESI,1730543520,4798,168,233,10,Running,0.9697509997289412,26.279414164373296,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-2,PLACEHOLDER_FOR_CARTESI,1730477700,1248,99,313,21,Walking,0.9564571534098064,28.625177664229277,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-7,PLACEHOLDER_FOR_CARTESI,1730505840,2468,95,428,59,Sedentary,0.8889979330913033,20.340704801569224,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-10,PLACEHOLDER_FOR_CARTESI,1730525460,251,119,285,21,Sedentary,0.9372539050794028,20.811853484429843,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-8,PLACEHOLDER_FOR_CARTESI,1730475360,1563,134,435,40,Walking,0.9570958041260174,26.87630004032986,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-2,PLACEHOLDER_FOR_CARTESI,1730528220,527,62,415,51,Cycling,0.923728771840641,24.983038636623952,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-10,PLACEHOLDER_FOR_CARTESI,1730510400,1692,113,177,28,Cycling,0.8540313615430216,29.241273335327627,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-4,PLACEHOLDER_FOR_CARTESI,1730506680,932,94,292,11,Walking,0.853390879432126,29.12990772470503,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-4,PLACEHOLDER_FOR_CARTESI,1730552040,3883,101,68,59,Cycling,0.8642538531674608,28.511006968771564,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-3,PLACEHOLDER_FOR_CARTESI,1730498880,3192,99,438,10,Running,0.8903572990067093,27.90415763105082,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-5,PLACEHOLDER_FOR_CARTESI,1730565360,102,144,478,54,Running,0.9190388738535128,22.13108854819406,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-3,PLACEHOLDER_FOR_CARTESI,1730480400,4817,152,203,17,Sedentary,0.9119641713017418,20.650769623566003,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-2,PLACEHOLDER_FOR_CARTESI,1730501760,80,70,285,30,Sedentary,0.949003680829445,25.34219192043624,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-2,PLACEHOLDER_FOR_CARTESI,1730507940,4990,103,316,24,Sedentary,0.8781576010768745,24.60350479628578,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-7,PLACEHOLDER_FOR_CARTESI,1730519520,3689,64,230,35,Cycling,0.8881251827718813,27.15346869085181,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-10,PLACEHOLDER_FOR_CARTESI,1730552700,3317,147,422,34,Running,0.895628075637643,26.94618150988041,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-10,PLACEHOLDER_FOR_CARTESI,1730484000,2663,69,402,28,Cycling,0.9403693351544948,20.318603953369234,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-4,PLACEHOLDER_FOR_CARTESI,1730539320,785,90,448,48,Running,0.8690691677896096,23.64077041291628,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-6,PLACEHOLDER_FOR_CARTESI,1730524080,2334,94,228,14,Cycling,0.9358466784296346,23.014357239088863,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-5,PLACEHOLDER_FOR_CARTESI,1730491740,3806,174,262,29,Walking,0.92947341762304,26.55810010566279,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-6,PLACEHOLDER_FOR_CARTESI,1730571480,1184,124,346,34,Cycling,0.95440248890215,22.819671214948077,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-10,PLACEHOLDER_FOR_CARTESI,1730516100,3435,135,337,37,Walking,0.8707384259911798,21.310031363202395,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-1,PLACEHOLDER_FOR_CARTESI,1730534400,4406,72,293,26,Cycling,0.9870562234556656,24.03919355940768,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-10,PLACEHOLDER_FOR_CARTESI,1730593800,3270,114,254,35,Walking,0.9386539842290726,20.867018888544273,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-10,PLACEHOLDER_FOR_CARTESI,1730495640,852,96,214,35,Walking,0.9247078931608372,20.69731116188359,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-6,PLACEHOLDER_FOR_CARTESI,1730514240,4895,69,354,19,Walking,0.9483189998176396,26.096175706560327,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-2,PLACEHOLDER_FOR_CARTESI,1730539200,3404,106,354,48,Running,0.9028221989082358,23.94127650642964,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-8,PLACEHOLDER_FOR_CARTESI,1730552520,3416,119,90,40,Sedentary,0.904002236630644,24.157564368897017,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-2,PLACEHOLDER_FOR_CARTESI,1730486520,3894,131,446,41,Cycling,0.979176944690371,23.816872516761073,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-10,PLACEHOLDER_FOR_CARTESI,1730567520,3905,136,355,13,Walking,0.8761737486569302,20.915626474767222,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-6,PLACEHOLDER_FOR_CARTESI,1730494080,1937,168,84,24,Sedentary,0.977453306755995,29.13121710880131,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-3,PLACEHOLDER_FOR_CARTESI,1730570400,2124,130,446,25,Running,0.8659758861072848,21.91408793897931,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-3,PLACEHOLDER_FOR_CARTESI,1730508240,4652,126,378,43,Sedentary,0.9236535594063224,23.234788145188208,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-7,PLACEHOLDER_FOR_CARTESI,1730554020,1800,140,434,20,Walking,0.937433013188074,25.799792889071135,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-9,PLACEHOLDER_FOR_CARTESI,1730535840,1747,169,315,38,Cycling,0.9773794312744292,27.193840374202928,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-10,PLACEHOLDER_FOR_CARTESI,1730569620,4712,173,169,48,Cycling,0.9740288297622238,24.338723920125915,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-4,PLACEHOLDER_FOR_CARTESI,1730524800,3529,102,101,20,Walking,0.8738255457976628,24.428091694902484,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-7,PLACEHOLDER_FOR_CARTESI,1730492460,4233,135,212,18,Walking,0.9974485487093678,23.73817799954215,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-4,PLACEHOLDER_FOR_CARTESI,1730520000,4659,108,123,14,Walking,0.9048010935468138,26.71701492171954,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-2,PLACEHOLDER_FOR_CARTESI,1730548020,2649,177,234,12,Sedentary,0.911093225233508,25.70139620533166,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-2,PLACEHOLDER_FOR_CARTESI,1730514960,4604,144,207,51,Sedentary,0.8549556032869507,26.308387575863215,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-9,PLACEHOLDER_FOR_CARTESI,1730557200,4491,80,216,42,Walking,0.8985299451230276,25.676700667498228,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-10,PLACEHOLDER_FOR_CARTESI,1730600160,2109,74,223,46,Sedentary,0.9589926010867476,22.236420655376776,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-3,PLACEHOLDER_FOR_CARTESI,1730573640,3099,90,140,13,Walking,0.8693005179887247,24.59981951525176,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-5,PLACEHOLDER_FOR_CARTESI,1730525400,2610,77,492,30,Walking,0.9899182103593404,23.49190355934839,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-6,PLACEHOLDER_FOR_CARTESI,1730540580,3393,60,198,25,Walking,0.9425233573086474,28.872529267532087,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-7,PLACEHOLDER_FOR_CARTESI,1730606400,4609,65,66,17,Walking,0.9187035023164836,27.12103716948573,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-8,PLACEHOLDER_FOR_CARTESI,1730549880,3205,88,116,58,Walking,0.8632285013918058,25.66321765201435,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-2,PLACEHOLDER_FOR_CARTESI,1730550960,1590,166,72,54,Walking,0.979189839741786,23.957822120588165,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-9,PLACEHOLDER_FOR_CARTESI,1730574180,4936,108,437,46,Running,0.8972029089371947,26.28489417086763,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-6,PLACEHOLDER_FOR_CARTESI,1730597760,1123,136,359,55,Running,0.932991736654413,20.984296815385576,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-7,PLACEHOLDER_FOR_CARTESI,1730569200,1924,92,213,56,Running,0.888668449585035,21.918023670670376,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-2,PLACEHOLDER_FOR_CARTESI,1730509920,1769,76,154,21,Cycling,0.96965660044268,21.92909223444708,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-10,PLACEHOLDER_FOR_CARTESI,1730571600,1787,81,257,26,Cycling,0.9223388276405372,24.208270282143644,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-10,PLACEHOLDER_FOR_CARTESI,1730503680,2018,84,383,13,Walking,0.8968787472178411,24.309223181452303,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-9,PLACEHOLDER_FOR_CARTESI,1730612700,1661,89,177,40,Running,0.949613261628183,23.053718111342175,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-1,PLACEHOLDER_FOR_CARTESI,1730575200,291,112,451,32,Walking,0.9434854577837452,29.639871505198915,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-7,PLACEHOLDER_FOR_CARTESI,1730592120,4288,66,352,45,Cycling,0.9999366732482684,20.49547705966419,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-3,PLACEHOLDER_FOR_CARTESI,1730498400,2505,73,250,14,Walking,0.851471994116185,26.08296385282817,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-2,PLACEHOLDER_FOR_CARTESI,1730642640,96,66,116,38,Walking,0.9194660712005452,26.035351079568816,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-3,PLACEHOLDER_FOR_CARTESI,1730620200,31,139,382,11,Walking,0.9519993535866405,20.856806170106488,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-10,PLACEHOLDER_FOR_CARTESI,1730500200,4477,173,213,32,Running,0.8969908769677303,23.603760162910486,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-9,PLACEHOLDER_FOR_CARTESI,1730606880,798,86,60,13,Sedentary,0.8677056845387381,22.33758708258033,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-2,PLACEHOLDER_FOR_CARTESI,1730591820,1056,163,484,54,Cycling,0.8929551377277779,29.26588856157323,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-4,PLACEHOLDER_FOR_CARTESI,1730584800,2941,89,106,22,Walking,0.8832342732297709,25.123668088080024,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-5,PLACEHOLDER_FOR_CARTESI,1730527620,255,126,448,43,Running,0.94315626605869,26.880350016366982,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-8,PLACEHOLDER_FOR_CARTESI,1730671200,927,125,50,31,Cycling,0.8813960816070814,27.572938252715584,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-8,PLACEHOLDER_FOR_CARTESI,1730520720,1290,74,395,43,Cycling,0.8769736960980473,20.439824059006543,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-3,PLACEHOLDER_FOR_CARTESI,1730649240,3833,137,447,54,Running,0.8736148467094917,22.051550090935052,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-10,PLACEHOLDER_FOR_CARTESI,1730513580,3627,160,393,15,Sedentary,0.9990396937414672,29.170344430316852,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-1,PLACEHOLDER_FOR_CARTESI,1730609280,3196,129,101,21,Sedentary,0.980533163901026,26.052460753059275,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-4,PLACEHOLDER_FOR_CARTESI,1730593200,4380,81,381,22,Running,0.9749107278559548,21.21359751817703,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-6,PLACEHOLDER_FOR_CARTESI,1730594400,2596,141,129,24,Walking,0.8759935959256332,26.928053696691546,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:health-tracker-8,PLACEHOLDER_FOR_CARTESI,1730639700,4006,151,252,53,Sedentary,0.962733829926694,27.476334587238995,CARTESI_GENERATED,CARTESI_GENERATED
