device_id,owner_address,timestamp,temperature_celsius,feels_like_celsius,dew_point_celsius,humidity_percent,precipitation_mm,wind_speed_kmh,wind_direction_degrees,visibility_km,conditions,encrypted_data,data_hash
did:lcore:weather-station-oakland-4,PLACEHOLDER_FOR_CARTESI,1641042000,9.666666666666666,8.555555555555555,-1.0555555555555547,47.11,0.0,5.3,207.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-5,PLACEHOLDER_FOR_CARTESI,1641045600,9.777777777777779,8.777777777777777,-0.5555555555555556,48.64,0.0,4.8,265.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-1,PLACEHOLDER_FOR_CARTESI,1641049200,10.277777777777779,10.277777777777779,-0.11111111111111072,48.55,0.0,5.7,285.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-2,PLACEHOLDER_FOR_CARTESI,1641052800,10.222222222222221,10.222222222222221,-1.2777777777777781,44.81,0.0,3.7,302.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-3,PLACEHOLDER_FOR_CARTESI,1641056400,9.555555555555557,9.555555555555557,0.5555555555555556,53.51,0.0,1.6,9.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-4,PLACEHOLDER_FOR_CARTESI,1641060000,8.499999999999998,8.499999999999998,-1.2777777777777781,50.25,0.0,1.9,24.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-5,PLACEHOLDER_FOR_CARTESI,1641063600,6.222222222222224,5.222222222222221,0.5555555555555556,67.11,0.0,3.6,94.0,9.9,Clear,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-1,PLACEHOLDER_FOR_CARTESI,1641067200,5.0,3.0555555555555554,0.055555555555556344,70.36,0.0,5.2,63.0,9.9,Clear,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-2,PLACEHOLDER_FOR_CARTESI,1641070800,4.500000000000001,2.333333333333335,-0.6666666666666663,69.3,0.0,5.5,32.0,9.9,Clear,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-3,PLACEHOLDER_FOR_CARTESI,1641074400,5.055555555555556,5.055555555555556,-1.1111111111111112,64.45,0.0,2.3,89.0,9.9,Clear,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-4,PLACEHOLDER_FOR_CARTESI,1641078000,2.944444444444443,0.33333333333333415,-1.8333333333333337,70.57,0.0,5.9,46.0,9.9,Clear,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-5,PLACEHOLDER_FOR_CARTESI,1641081600,4.000000000000002,2.333333333333335,-1.1111111111111112,69.3,0.0,4.2,121.0,9.9,Clear,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-1,PLACEHOLDER_FOR_CARTESI,1641085200,3.3333333333333335,1.8333333333333317,-1.7777777777777775,69.13,0.0,3.7,5.0,9.9,Clear,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-2,PLACEHOLDER_FOR_CARTESI,1641088800,2.3888888888888875,2.3888888888888875,-1.6111111111111103,75.07,0.0,2.9,54.0,9.9,Clear,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-3,PLACEHOLDER_FOR_CARTESI,1641092400,2.2777777777777786,2.2777777777777786,-1.2777777777777781,77.33,0.0,1.7,345.0,9.9,Clear,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-4,PLACEHOLDER_FOR_CARTESI,1641096000,1.5000000000000016,-0.33333333333333415,-2.0555555555555554,77.39,0.0,3.8,50.0,9.9,Clear,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-5,PLACEHOLDER_FOR_CARTESI,1641099600,1.5000000000000016,-0.33333333333333415,-1.722222222222223,79.37,0.0,3.8,83.0,9.9,Clear,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-1,PLACEHOLDER_FOR_CARTESI,1641103200,1.9444444444444444,1.9444444444444444,-1.6111111111111103,77.18,0.0,1.1,348.0,9.9,Clear,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-2,PLACEHOLDER_FOR_CARTESI,1641106800,1.2222222222222239,1.2222222222222239,-1.8333333333333337,79.88,0.0,1.3,343.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-3,PLACEHOLDER_FOR_CARTESI,1641110400,1.6666666666666667,-0.16666666666666707,-1.1111111111111112,81.97,0.0,3.8,88.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-4,PLACEHOLDER_FOR_CARTESI,1641114000,5.222222222222221,5.222222222222221,0.38888888888889045,71.21,0.0,1.3,53.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-5,PLACEHOLDER_FOR_CARTESI,1641117600,7.333333333333335,7.333333333333335,0.777777777777777,63.19,0.0,0.5,90.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-1,PLACEHOLDER_FOR_CARTESI,1641121200,8.0,6.611111111111111,0.944444444444446,60.86,0.0,5.2,142.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-2,PLACEHOLDER_FOR_CARTESI,1641124800,8.166666666666668,6.7777777777777795,1.8888888888888882,64.42,0.0,5.2,214.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-3,PLACEHOLDER_FOR_CARTESI,1641128400,9.38888888888889,7.88888888888889,2.5,62.07,0.0,6.2,308.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-4,PLACEHOLDER_FOR_CARTESI,1641132000,10.666666666666668,10.666666666666668,3.111111111111112,59.66,0.0,9.1,310.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-5,PLACEHOLDER_FOR_CARTESI,1641135600,12.055555555555557,12.055555555555557,2.3888888888888875,51.55,0.0,4.9,334.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-1,PLACEHOLDER_FOR_CARTESI,1641139200,11.722222222222221,11.722222222222221,4.388888888888888,60.56,0.0,3.9,326.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-2,PLACEHOLDER_FOR_CARTESI,1641142800,9.944444444444445,9.333333333333332,5.1111111111111125,72.04,0.0,3.9,318.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-3,PLACEHOLDER_FOR_CARTESI,1641146400,9.38888888888889,8.944444444444445,5.1111111111111125,74.74,0.0,3.3,125.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-4,PLACEHOLDER_FOR_CARTESI,1641150000,9.333333333333332,9.333333333333332,4.500000000000001,71.78,0.0,1.6,89.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-5,PLACEHOLDER_FOR_CARTESI,1641153600,8.277777777777779,8.277777777777779,4.666666666666666,78.17,0.0,1.3,320.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-1,PLACEHOLDER_FOR_CARTESI,1641157200,8.499999999999998,8.499999999999998,5.1111111111111125,79.38,0.0,1.8,53.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-2,PLACEHOLDER_FOR_CARTESI,1641160800,8.333333333333334,7.333333333333335,5.666666666666668,83.3,0.0,4.3,70.0,9.9,Overcast,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-3,PLACEHOLDER_FOR_CARTESI,1641164400,8.61111111111111,8.61111111111111,5.555555555555555,81.26,0.0,1.8,349.0,9.9,Overcast,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-4,PLACEHOLDER_FOR_CARTESI,1641168000,8.61111111111111,8.61111111111111,5.833333333333333,82.8,0.0,1.2,348.0,9.9,Overcast,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-5,PLACEHOLDER_FOR_CARTESI,1641171600,8.166666666666668,7.11111111111111,5.38888888888889,82.83,0.0,4.4,125.0,9.9,Overcast,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-1,PLACEHOLDER_FOR_CARTESI,1641175200,7.6111111111111125,7.6111111111111125,5.0,83.31,0.0,0.7,43.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-2,PLACEHOLDER_FOR_CARTESI,1641178800,6.555555555555554,6.555555555555554,4.444444444444445,86.39,0.0,0.8,38.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-3,PLACEHOLDER_FOR_CARTESI,1641182400,7.166666666666667,5.611111111111112,5.055555555555556,86.44,0.0,5.1,98.0,9.9,Overcast,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-4,PLACEHOLDER_FOR_CARTESI,1641186000,7.722222222222222,6.388888888888889,5.055555555555556,83.27,0.0,4.9,84.0,9.9,Overcast,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-5,PLACEHOLDER_FOR_CARTESI,1641189600,8.055555555555555,6.0555555555555545,5.055555555555556,81.39,0.0,7.2,129.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-1,PLACEHOLDER_FOR_CARTESI,1641193200,8.277777777777779,6.222222222222224,5.611111111111112,83.18,0.0,7.7,126.0,9.9,Overcast,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-2,PLACEHOLDER_FOR_CARTESI,1641196800,8.499999999999998,6.166666666666668,5.611111111111112,82.08,0.0,8.8,131.0,9.9,Overcast,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-3,PLACEHOLDER_FOR_CARTESI,1641200400,8.666666666666666,6.166666666666668,5.777777777777777,82.21,0.0,10.0,139.0,9.9,Overcast,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-4,PLACEHOLDER_FOR_CARTESI,1641204000,9.888888888888888,7.3888888888888875,6.611111111111111,79.88,0.0,11.8,152.0,9.9,Overcast,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-5,PLACEHOLDER_FOR_CARTESI,1641207600,11.38888888888889,11.38888888888889,7.000000000000001,74.42,0.0,14.6,155.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-1,PLACEHOLDER_FOR_CARTESI,1641211200,12.055555555555557,12.055555555555557,7.222222222222222,72.2,0.0,13.8,151.0,9.9,Overcast,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-2,PLACEHOLDER_FOR_CARTESI,1641214800,12.388888888888888,12.388888888888888,7.722222222222222,73.21,0.0,14.4,171.0,9.9,Overcast,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-3,PLACEHOLDER_FOR_CARTESI,1641218400,12.388888888888888,12.388888888888888,8.166666666666668,75.3,0.0,17.0,164.0,9.9,Overcast,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-4,PLACEHOLDER_FOR_CARTESI,1641222000,12.222222222222221,12.222222222222221,8.277777777777779,76.86,0.0,14.5,163.0,9.7,Overcast,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-5,PLACEHOLDER_FOR_CARTESI,1641225600,11.944444444444445,11.944444444444445,8.38888888888889,78.75,0.0,14.9,156.0,9.7,Overcast,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-1,PLACEHOLDER_FOR_CARTESI,1641229200,11.500000000000002,11.500000000000002,8.38888888888889,81.11,0.0,15.0,163.0,9.5,Overcast,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-2,PLACEHOLDER_FOR_CARTESI,1641232800,11.500000000000002,11.500000000000002,8.499999999999998,81.62,0.003,14.9,160.0,9.1,"Rain, Overcast",CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-3,PLACEHOLDER_FOR_CARTESI,1641236400,10.999999999999998,10.999999999999998,8.833333333333334,86.53,0.006,14.9,160.0,8.4,"Rain, Overcast",CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-4,PLACEHOLDER_FOR_CARTESI,1641240000,10.999999999999998,10.999999999999998,9.11111111111111,88.15,0.006,12.8,157.0,6.7,"Rain, Overcast",CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-5,PLACEHOLDER_FOR_CARTESI,1641243600,11.055555555555555,11.055555555555555,9.444444444444445,89.78,0.033,10.7,175.0,5.0,"Rain, Overcast",CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-1,PLACEHOLDER_FOR_CARTESI,1641247200,11.11111111111111,11.11111111111111,9.444444444444445,89.27,0.025,12.5,170.0,7.1,"Rain, Overcast",CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-2,PLACEHOLDER_FOR_CARTESI,1641250800,11.11111111111111,11.11111111111111,9.611111111111109,90.26,0.015,10.7,153.0,4.6,"Rain, Overcast",CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-3,PLACEHOLDER_FOR_CARTESI,1641254400,11.222222222222223,11.222222222222223,9.611111111111109,89.7,0.042,11.4,164.0,2.3,"Rain, Overcast",CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-4,PLACEHOLDER_FOR_CARTESI,1641258000,10.722222222222221,10.722222222222221,9.888888888888888,94.51,0.054,11.1,138.0,2.4,"Rain, Overcast",CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-5,PLACEHOLDER_FOR_CARTESI,1641261600,10.833333333333334,10.833333333333334,10.444444444444443,97.62,0.033,7.3,130.0,6.9,"Rain, Overcast",CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-1,PLACEHOLDER_FOR_CARTESI,1641265200,10.88888888888889,10.88888888888889,10.111111111111112,94.75,0.002,7.5,138.0,9.1,"Rain, Overcast",CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-2,PLACEHOLDER_FOR_CARTESI,1641268800,11.166666666666666,11.166666666666666,10.0,92.49,0.002,10.1,145.0,9.5,"Rain, Overcast",CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-3,PLACEHOLDER_FOR_CARTESI,1641272400,11.166666666666666,11.166666666666666,10.111111111111112,93.21,0.003,8.7,151.0,6.8,"Rain, Overcast",CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-4,PLACEHOLDER_FOR_CARTESI,1641276000,10.88888888888889,10.88888888888889,10.111111111111112,94.86,0.013,6.4,136.0,7.1,"Rain, Overcast",CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-5,PLACEHOLDER_FOR_CARTESI,1641279600,11.166666666666666,11.166666666666666,10.555555555555555,95.7,0.004,6.4,133.0,4.5,"Rain, Overcast",CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-1,PLACEHOLDER_FOR_CARTESI,1641283200,10.722222222222221,10.722222222222221,10.666666666666668,99.43,0.017,6.0,145.0,3.2,"Rain, Overcast",CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-2,PLACEHOLDER_FOR_CARTESI,1641286800,10.88888888888889,10.88888888888889,10.722222222222221,98.9,0.0,4.0,106.0,3.7,Overcast,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-3,PLACEHOLDER_FOR_CARTESI,1641290400,11.666666666666666,11.666666666666666,10.944444444444446,95.34,0.0,5.3,146.0,6.2,Overcast,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-4,PLACEHOLDER_FOR_CARTESI,1641294000,12.388888888888888,12.388888888888888,11.166666666666666,92.29,0.003,4.9,158.0,8.1,"Rain, Overcast",CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-5,PLACEHOLDER_FOR_CARTESI,1641297600,12.166666666666666,12.166666666666666,11.222222222222223,94.18,0.0,4.1,258.0,7.6,Overcast,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-1,PLACEHOLDER_FOR_CARTESI,1641301200,13.055555555555555,13.055555555555555,11.444444444444445,90.04,0.0,3.9,172.0,8.9,Overcast,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-2,PLACEHOLDER_FOR_CARTESI,1641304800,13.333333333333334,13.333333333333334,11.166666666666666,86.5,0.0,0.8,345.0,8.9,Overcast,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-3,PLACEHOLDER_FOR_CARTESI,1641308400,13.11111111111111,13.11111111111111,11.166666666666666,87.96,0.0,4.6,278.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-4,PLACEHOLDER_FOR_CARTESI,1641312000,13.333333333333334,13.333333333333334,11.222222222222223,87.15,0.0,4.9,266.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-5,PLACEHOLDER_FOR_CARTESI,1641315600,12.5,12.5,10.555555555555555,87.9,0.0,6.7,307.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-1,PLACEHOLDER_FOR_CARTESI,1641319200,11.500000000000002,11.500000000000002,10.111111111111112,91.31,0.0,7.3,306.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-2,PLACEHOLDER_FOR_CARTESI,1641322800,11.38888888888889,11.38888888888889,10.555555555555555,94.47,0.0,5.8,290.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-3,PLACEHOLDER_FOR_CARTESI,1641326400,11.277777777777777,11.277777777777777,10.555555555555555,95.06,0.0,5.6,302.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-4,PLACEHOLDER_FOR_CARTESI,1641330000,11.722222222222221,11.722222222222221,10.444444444444443,92.02,0.0,4.5,293.0,9.9,Overcast,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-5,PLACEHOLDER_FOR_CARTESI,1641333600,11.277777777777777,11.277777777777777,10.0,91.78,0.0,3.9,219.0,9.9,Overcast,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-1,PLACEHOLDER_FOR_CARTESI,1641337200,11.722222222222221,11.722222222222221,9.888888888888888,88.76,0.0,3.0,232.0,9.9,Overcast,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-2,PLACEHOLDER_FOR_CARTESI,1641340800,11.777777777777779,11.777777777777779,9.888888888888888,88.34,0.0,3.9,116.0,9.9,Overcast,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-3,PLACEHOLDER_FOR_CARTESI,1641344400,10.88888888888889,10.88888888888889,9.444444444444445,90.82,0.0,3.1,194.0,6.7,Overcast,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-4,PLACEHOLDER_FOR_CARTESI,1641348000,10.833333333333334,10.833333333333334,10.0,94.76,0.0,5.2,162.0,6.7,Overcast,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-5,PLACEHOLDER_FOR_CARTESI,1641351600,10.722222222222221,10.722222222222221,9.888888888888888,94.6,0.0,5.0,167.0,9.4,Overcast,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-1,PLACEHOLDER_FOR_CARTESI,1641355200,10.61111111111111,10.61111111111111,9.333333333333332,91.97,0.0,3.4,124.0,9.1,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-2,PLACEHOLDER_FOR_CARTESI,1641358800,10.222222222222221,10.222222222222221,9.444444444444445,94.79,0.0,0.0,0.0,7.8,Overcast,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-3,PLACEHOLDER_FOR_CARTESI,1641362400,10.722222222222221,10.722222222222221,10.0,95.3,0.0,0.0,0.0,9.4,Overcast,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-4,PLACEHOLDER_FOR_CARTESI,1641366000,10.833333333333334,10.833333333333334,9.555555555555557,91.86,0.0,4.5,130.0,9.9,Overcast,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-5,PLACEHOLDER_FOR_CARTESI,1641369600,10.88888888888889,10.88888888888889,9.555555555555557,91.39,0.0,6.4,132.0,9.6,Overcast,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-1,PLACEHOLDER_FOR_CARTESI,1641373200,11.38888888888889,11.38888888888889,9.888888888888888,90.38,0.0,8.3,151.0,9.8,Overcast,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-2,PLACEHOLDER_FOR_CARTESI,1641376800,11.88888888888889,11.88888888888889,10.0,88.28,0.0,9.2,148.0,9.8,Overcast,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-3,PLACEHOLDER_FOR_CARTESI,1641380400,12.833333333333334,12.833333333333334,10.88888888888889,87.9,0.0,6.0,126.0,9.8,Overcast,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-4,PLACEHOLDER_FOR_CARTESI,1641384000,13.0,13.0,10.555555555555555,85.04,0.0,3.8,262.0,9.8,Overcast,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-5,PLACEHOLDER_FOR_CARTESI,1641387600,13.333333333333334,13.333333333333334,10.722222222222221,84.16,0.0,5.8,219.0,9.8,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-1,PLACEHOLDER_FOR_CARTESI,1641391200,13.555555555555555,13.555555555555555,11.444444444444445,87.1,0.0,6.4,345.0,9.8,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-2,PLACEHOLDER_FOR_CARTESI,1641394800,14.000000000000002,14.000000000000002,11.166666666666666,83.09,0.0,7.9,300.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-3,PLACEHOLDER_FOR_CARTESI,1641398400,13.61111111111111,13.61111111111111,11.61111111111111,87.78,0.0,9.0,305.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-4,PLACEHOLDER_FOR_CARTESI,1641402000,13.333333333333334,13.333333333333334,11.166666666666666,86.54,0.0,4.2,290.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-5,PLACEHOLDER_FOR_CARTESI,1641405600,12.388888888888888,12.388888888888888,10.833333333333334,89.99,0.0,5.3,286.0,9.9,Overcast,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-1,PLACEHOLDER_FOR_CARTESI,1641409200,12.111111111111109,12.111111111111109,10.999999999999998,92.67,0.0,3.8,236.0,9.9,Overcast,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-2,PLACEHOLDER_FOR_CARTESI,1641412800,12.222222222222221,12.222222222222221,11.61111111111111,96.12,0.0,0.6,336.0,9.9,Overcast,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-3,PLACEHOLDER_FOR_CARTESI,1641416400,12.555555555555555,12.555555555555555,11.722222222222221,94.58,0.0,0.0,0.0,9.9,Overcast,CARTESI_GENERATED,CARTESI_GENERATED
