device_id,owner_address,timestamp,chlorophyll_avg,height_rate,wet_weight_vegetative,leaf_area_avg,leaf_count_avg,root_diameter_avg,root_dry_weight,dry_matter_vegetative,root_length_avg,plant_class,encrypted_data,data_hash
did:lcore:agri-R2,PLACEHOLDER_FOR_CARTESI,1709683200,33.1054877373062,67.07172897934711,1.100176882854861,1009.2325699414432,4.9933481305540965,15.964213428155803,1.1707660309670702,19.38013215947537,20.8297534392651,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R1,PLACEHOLDER_FOR_CARTESI,1709704800,34.49683140536175,54.566536566405816,1.1412214200777555,1284.226567220704,5.008371951508336,16.278702130462353,1.7116732025459531,18.406530393044573,19.73726254560618,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R2,PLACEHOLDER_FOR_CARTESI,1709726400,33.10478175576737,67.07358405101826,1.10663222277326,1009.2144210227416,4.981912038394049,15.953691041018,1.1681645464408057,19.390313135054836,20.8257536201498,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R3,PLACEHOLDER_FOR_CARTESI,1709748000,36.28854379824324,45.61495058965741,1.3771836738886174,981.4747594941902,3.999142048040668,16.979887966819042,0.7618289628741511,31.418495079210285,17.318547260794134,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R3,PLACEHOLDER_FOR_CARTESI,1709769600,36.28654305267594,45.59107041382564,1.3631378565062249,981.4629964824364,4.01344143300729,17.007451395260208,0.7705769864412642,31.39258457624545,17.33894103713337,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R2,PLACEHOLDER_FOR_CARTESI,1709791200,33.09785743489932,67.04904297096543,1.1070274011273014,1009.2183779905088,4.987690217054772,15.968271663657784,1.179831174602612,19.39506842474478,20.84131558395963,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R3,PLACEHOLDER_FOR_CARTESI,1709812800,36.280685853643355,45.59604187410808,1.373471296176508,981.4636879032988,3.977461421165563,16.99545421846832,0.775575042540771,31.404128714315515,17.33151930851361,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R3,PLACEHOLDER_FOR_CARTESI,1709834400,36.29271312496846,45.60009015920683,1.3680801988737183,981.4507371473868,3.9787319373770136,17.002859688812283,0.7545788079764112,31.41264951439463,17.33983351840307,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R2,PLACEHOLDER_FOR_CARTESI,1709856000,33.10516770910865,67.0716364482532,1.116048331402056,1009.2187469310358,5.001805502843662,15.94669203565855,1.1705065013014713,19.385311471449853,20.83626527191625,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R2,PLACEHOLDER_FOR_CARTESI,1709877600,33.100490409878944,67.06928060569182,1.1102471547866228,1009.2152662953956,5.0052883355950595,15.973738349725137,1.1933702568819504,19.40576321557489,20.836027778936383,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R2,PLACEHOLDER_FOR_CARTESI,1709899200,33.099411800305276,67.06761638173384,1.098101036073236,1009.2286903050748,5.004330045027299,15.942910068697728,1.1579751383002506,19.388612907610415,20.837286906071096,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R3,PLACEHOLDER_FOR_CARTESI,1709920800,36.30063397674059,45.59294911565098,1.3866269841293566,981.4682470106344,3.992736911527388,16.995482961207884,0.781450059486628,31.39709676175435,17.332673127110287,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R2,PLACEHOLDER_FOR_CARTESI,1709942400,33.10628588081594,67.06521602107053,1.0968824228193252,1009.1981073049486,5.0147841660097265,15.963715721939472,1.184959650253864,19.39618902386219,20.83843789523162,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R3,PLACEHOLDER_FOR_CARTESI,1709964000,36.30602854755763,45.594658115983144,1.374211860493674,981.4713795432704,3.9854250623226672,16.992929257739853,0.7978552113901096,31.397372087217377,17.331624039127167,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R2,PLACEHOLDER_FOR_CARTESI,1709985600,33.09398015341491,67.06915753077669,1.1169849518252946,1009.2140898213958,4.980927959383212,15.966090199602965,1.1682279156771311,19.36855154296447,20.83583746587592,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R2,PLACEHOLDER_FOR_CARTESI,1710007200,33.10508131530332,67.06858802289547,1.0837570866569897,1009.2103399315586,4.980292201712833,15.963070209880785,1.1667616823149376,19.398102893024895,20.8351568937259,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R2,PLACEHOLDER_FOR_CARTESI,1710028800,33.11103921494386,67.072267247389,1.1202327860952062,1009.2148292745404,4.982843050767415,15.965823657563735,1.155002640217355,19.398790165217047,20.817695727416066,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R2,PLACEHOLDER_FOR_CARTESI,1710050400,33.10419714830156,67.07754644184551,1.1139847534849805,1009.2174041596346,4.997182697373692,15.959157238203217,1.1788060573311616,19.416398234532775,20.830082484745652,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R2,PLACEHOLDER_FOR_CARTESI,1710072000,33.10030532432477,67.07706196909993,1.0992425556141243,1009.2226849018704,4.9845147076769,15.97206722480618,1.1821425042913063,19.42017080933103,20.853068780999266,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R3,PLACEHOLDER_FOR_CARTESI,1710093600,36.29770032374661,45.60214696618905,1.3760953181103095,981.4546106120008,3.995869582678768,16.98842050025392,0.7613157637860645,31.39508057953941,17.34565971540042,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R3,PLACEHOLDER_FOR_CARTESI,1710115200,36.30020671315891,45.598739110017554,1.368827483955453,981.4758895009636,3.991288152804764,16.999450185595666,0.781205478917975,31.405754640545695,17.32936644558072,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R1,PLACEHOLDER_FOR_CARTESI,1710136800,34.51335488746992,54.56487122181073,1.1535014369380838,1284.2377264705556,5.000140379833229,16.279566198144355,1.7050383602736534,18.38542148727928,19.73462647175701,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R2,PLACEHOLDER_FOR_CARTESI,1710158400,33.11512567806543,67.06861997838806,1.1115137625380318,1009.2189233269556,4.9959514481617955,15.965141089212642,1.2015378295024115,19.4030242040188,20.83525560522928,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R1,PLACEHOLDER_FOR_CARTESI,1710180000,34.521940757745895,54.56297866875353,1.149895488043856,1284.2212324810564,4.998270161098537,16.270357083378144,1.697247431928961,18.398299288843035,19.72004688555444,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R1,PLACEHOLDER_FOR_CARTESI,1710201600,34.496504769139065,54.57730790311712,1.1589602412361222,1284.238101213055,4.99200378230316,16.286028321901473,1.6982698907117202,18.415507562121945,19.732163994375355,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R1,PLACEHOLDER_FOR_CARTESI,1710223200,34.48546335665919,54.55176641193591,1.134150816154348,1284.246798181439,5.001152502954124,16.287473745023423,1.6947735419585483,18.39697287366654,19.717966653335804,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R2,PLACEHOLDER_FOR_CARTESI,1710244800,33.095545004083185,67.07178901831956,1.1026092973715702,1009.2327225636247,5.002483454142412,15.960151382368409,1.172240583129959,19.41513150292752,20.836013201388543,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R3,PLACEHOLDER_FOR_CARTESI,1710266400,36.30959220823229,45.59869934584818,1.3842263023388202,981.471116309,3.993397514379191,17.018337926380227,0.7673760785214047,31.404456913750625,17.344463529028353,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R1,PLACEHOLDER_FOR_CARTESI,1710288000,34.48674147722834,54.552902384769425,1.15303787517498,1284.2439407381844,4.994202355114072,16.29256396679674,1.705847323287392,18.38741607385613,19.72411263091638,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R3,PLACEHOLDER_FOR_CARTESI,1710309600,36.29592078835266,45.599701024864565,1.3879923611667864,981.4808727297034,3.9963185517115143,16.996044372040107,0.7672921852958953,31.40484037208834,17.32354115846232,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R3,PLACEHOLDER_FOR_CARTESI,1710331200,36.29775329444788,45.591651570623505,1.3707325722481265,981.4683589346456,3.9867590579815455,17.00914278457551,0.7690825521568304,31.389358982364225,17.33762590913222,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R2,PLACEHOLDER_FOR_CARTESI,1710352800,33.10333881569232,67.06558207216109,1.0904753949770662,1009.220239624611,5.010474999154489,15.963294376564091,1.168064916800717,19.384885742549766,20.83085970055676,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R3,PLACEHOLDER_FOR_CARTESI,1710374400,36.30460761329241,45.60844387152568,1.3700509044688938,981.4640936528184,4.005307916489574,17.0150250287304,0.7733062199081465,31.39563723310418,17.328441234473633,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R1,PLACEHOLDER_FOR_CARTESI,1710396000,34.499328975461204,54.53301429854413,1.1372695578079275,1284.2402376408666,4.989496053707152,16.269864679985865,1.7141147218112898,18.396697923486535,19.725967232243544,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R1,PLACEHOLDER_FOR_CARTESI,1710417600,34.49641913920089,54.5456072489517,1.1458012419062644,1284.2573614266337,4.999650585644975,16.269915278727595,1.7152073855699004,18.39100181101498,19.727879184437533,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R1,PLACEHOLDER_FOR_CARTESI,1710439200,34.4905391001416,54.56917605513243,1.138675496574612,1284.2471557953352,4.97683388516589,16.276013500236637,1.7169621301151878,18.40320634503355,19.748379604825708,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R1,PLACEHOLDER_FOR_CARTESI,1710460800,34.50979236777532,54.562168342447066,1.1623349314779294,1284.2353618512868,4.991398817856573,16.27431361385584,1.718022020978047,18.388865593201913,19.73011466044116,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R2,PLACEHOLDER_FOR_CARTESI,1710482400,33.10836790398884,67.06414273523279,1.118293838319754,1009.2291373982875,4.984203382570694,15.95228640156422,1.1835840699591256,19.40199020024321,20.82935481694695,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R2,PLACEHOLDER_FOR_CARTESI,1710504000,33.08366183749255,67.06610986324002,1.1176046205992538,1009.2384428791336,5.007516726334754,15.9670737860354,1.164349735215757,19.403678310494755,20.85862018900428,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R3,PLACEHOLDER_FOR_CARTESI,1710525600,36.30008537919889,45.61432326683347,1.3539534778515834,981.4595065647632,3.9976921479776184,16.989816751153615,0.7679066437991198,31.40184400973219,17.333354055191258,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R3,PLACEHOLDER_FOR_CARTESI,1710547200,36.29536560842632,45.61198538187175,1.3455739015362904,981.4693757527656,3.9922407400633135,17.012789246441756,0.7800965557622127,31.406928374785583,17.320455490929717,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R2,PLACEHOLDER_FOR_CARTESI,1710568800,33.09201740596567,67.06231303967567,1.1172660818737377,1009.2248027366968,5.000536744639746,15.963498984812746,1.1775050256635529,19.38771515633331,20.84328194133293,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R1,PLACEHOLDER_FOR_CARTESI,1710590400,34.491439024734014,54.561481081294026,1.1436917296600553,1284.244056547897,4.996941290901793,16.27072879374428,1.704089451680699,18.401881518641886,19.716137672954023,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R2,PLACEHOLDER_FOR_CARTESI,1710612000,33.112518172578106,67.08057188841573,1.1078804826498665,1009.2334447982146,5.006501197614257,15.973628585391388,1.172969237639821,19.39753065007263,20.84459684204764,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R3,PLACEHOLDER_FOR_CARTESI,1710633600,36.298921312598885,45.58983628961183,1.3601412311854026,981.4458053544436,4.013820800161913,16.993511910526067,0.7723058494961794,31.393451004087616,17.334362826147448,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R2,PLACEHOLDER_FOR_CARTESI,1710655200,33.103944961935575,67.07324033014883,1.1073392441474748,1009.2235448923838,4.9911135859852145,15.960530731302107,1.172581764898017,19.40027180267276,20.821877830971037,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R2,PLACEHOLDER_FOR_CARTESI,1710676800,33.1072537037421,67.0571981462272,1.1026759955143877,1009.2112726026534,5.000356220809694,15.974994313895335,1.1838614488798882,19.434370450470883,20.851710252754113,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R1,PLACEHOLDER_FOR_CARTESI,1710698400,34.498228735917536,54.56682422394743,1.15035931330538,1284.2445599655186,4.995841287850575,16.276487169518408,1.7046515529125434,18.39889679288032,19.72004377980013,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R1,PLACEHOLDER_FOR_CARTESI,1710720000,34.50129332193476,54.55036692440933,1.1430274299975007,1284.2357407379625,4.978274658725778,16.263331141095957,1.7008361906301628,18.395706461276102,19.72705660137773,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R3,PLACEHOLDER_FOR_CARTESI,1710741600,36.31590774617155,45.60019587971857,1.3717754775579878,981.4857544649748,3.999712537393065,17.0110125882309,0.7781404769980419,31.407831267152204,17.310216186402794,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R2,PLACEHOLDER_FOR_CARTESI,1710763200,33.08399652765794,67.0717771069091,1.1224942221019016,1009.2199615724388,4.997961135045603,15.962788891582123,1.1823851953800713,19.397283670111484,20.834510521520873,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R1,PLACEHOLDER_FOR_CARTESI,1710784800,34.48914548517563,54.55794544183251,1.1654047717194074,1284.225114576941,4.981949740939704,16.28445524876309,1.7072308692487987,18.391477858185556,19.72127167845379,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R2,PLACEHOLDER_FOR_CARTESI,1710806400,33.10960046553379,67.06575294563675,1.108467640894866,1009.2099852992768,4.994798275863587,15.953453779501263,1.19177768892708,19.403876912237855,20.834908051694097,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R3,PLACEHOLDER_FOR_CARTESI,1710828000,36.30289950768432,45.59302778819841,1.3508385430597276,981.4595359663216,4.002721797895185,17.012350792180914,0.7692027906903315,31.3957513520947,17.32974886921029,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R2,PLACEHOLDER_FOR_CARTESI,1710849600,33.08367637099056,67.07155250838356,1.1005451054577655,1009.2385289278188,4.99713115539833,15.962197330667806,1.1785997758823166,19.409140204915403,20.85821058781904,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R1,PLACEHOLDER_FOR_CARTESI,1710871200,34.506293068561504,54.54652600543092,1.1417868868239431,1284.2477802562018,4.996479540704179,16.26879788823264,1.7109094721623266,18.406475745178053,19.725756109349,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R2,PLACEHOLDER_FOR_CARTESI,1710892800,33.092272472122964,67.07468759891671,1.122002034254513,1009.2188147114472,5.0130544901229,15.981784177889091,1.1737360705872624,19.403364586567413,20.845430793653428,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R3,PLACEHOLDER_FOR_CARTESI,1710914400,36.279155493789155,45.60129974250687,1.3707443020678065,981.4718995491884,3.9977524380298743,16.98615831259511,0.7912099861883912,31.40832136194175,17.342845082626695,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R2,PLACEHOLDER_FOR_CARTESI,1710936000,33.09112290993624,67.07874917890437,1.0926957378570776,1009.2108678588774,4.994946468089459,15.951543058149838,1.1664596865749266,19.398208193585248,20.817013067286513,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R1,PLACEHOLDER_FOR_CARTESI,1710957600,34.49817114376028,54.56026921592832,1.1725936179702536,1284.2550650374567,5.011048732304856,16.265711614148184,1.6939621006083845,18.40063560863311,19.739771698896767,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R2,PLACEHOLDER_FOR_CARTESI,1710979200,33.10857397004074,67.06963248829774,1.0893683494521893,1009.2186235470764,5.002831547995776,15.971213728131358,1.150079559011182,19.41828389010667,20.831090546380526,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R1,PLACEHOLDER_FOR_CARTESI,1711000800,34.51395091068055,54.55879140755317,1.1211279726436287,1284.228658202838,4.994828753014467,16.27711323473587,1.7129151082158192,18.387253974137487,19.73737063817266,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R3,PLACEHOLDER_FOR_CARTESI,1711022400,36.29968729068269,45.61288318120478,1.3661824255657242,981.455744476981,3.977455410445676,17.001669883983276,0.7611014779338844,31.416970721935275,17.350589651306706,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R2,PLACEHOLDER_FOR_CARTESI,1711044000,33.10011813496743,67.06676034435023,1.0929343850583946,1009.2195266855476,4.9923135218988035,15.959247689880891,1.1716998355946346,19.406382532255467,20.851313318505383,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R1,PLACEHOLDER_FOR_CARTESI,1711065600,34.49881487455938,54.54506897928883,1.163955138175132,1284.2355932237865,5.007235166747932,16.281704638380678,1.7104368564658785,18.400091076518716,19.72945937246445,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R3,PLACEHOLDER_FOR_CARTESI,1711087200,36.29318173882864,45.60922208020686,1.3513122265994495,981.4684269285972,3.99377505590666,16.997879243532616,0.7642433292429311,31.39923956210145,17.346725867575273,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R2,PLACEHOLDER_FOR_CARTESI,1711108800,33.10534326337173,67.04577130099152,1.1085312364001616,1009.2170311579926,5.007974030657649,15.955950398311998,1.179279393637886,19.38831009442758,20.848511308479452,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R3,PLACEHOLDER_FOR_CARTESI,1711130400,36.29838406390638,45.601485104528216,1.365890878646726,981.4603233400496,4.005259696048836,16.990416720475604,0.7608772095392569,31.386269155764804,17.352777001233864,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R1,PLACEHOLDER_FOR_CARTESI,1711152000,34.50745230001041,54.567748586327085,1.151782640719574,1284.2172856285702,4.988259161404283,16.295624859477563,1.7191614673014244,18.41610640211716,19.72994580348795,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R3,PLACEHOLDER_FOR_CARTESI,1711173600,36.296125377685016,45.594826529467774,1.361255763042558,981.460979080115,3.9822813669373422,16.997433287555648,0.7774366560066933,31.403673834457063,17.332261275993197,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R2,PLACEHOLDER_FOR_CARTESI,1711195200,33.09868023327076,67.06139269485031,1.0910811834323657,1009.2186032959588,4.9990569119646455,15.955415135331185,1.174352955962072,19.39268383965198,20.815004384386786,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R1,PLACEHOLDER_FOR_CARTESI,1711216800,34.51678412056698,54.58147294119513,1.1674303713155416,1284.2290589985755,5.006032940895395,16.27170222973514,1.7038505929431416,18.40600360335607,19.73809251745515,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R3,PLACEHOLDER_FOR_CARTESI,1711238400,36.30322117051298,45.59160525886997,1.364353359879815,981.478587809963,4.002125563036966,16.99854346846587,0.7987365971009959,31.40746262870061,17.342456280243734,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R2,PLACEHOLDER_FOR_CARTESI,1711260000,33.11115741077557,67.06571497726748,1.0956919843379966,1009.2116310846656,5.015092848961685,15.95450030440137,1.1817729624263933,19.426979242401217,20.820400035071835,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R1,PLACEHOLDER_FOR_CARTESI,1711281600,34.50663308985113,54.560519176540446,1.144665425871007,1284.238310411921,4.994453121001847,16.284302182501577,1.6947270597001085,18.429550667553617,19.741989288870165,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R2,PLACEHOLDER_FOR_CARTESI,1711303200,33.09383614035321,67.06766566720258,1.110855727384923,1009.226433880856,5.001085778977052,15.974370780205744,1.1771099472578523,19.413173026448643,20.861034659606723,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R1,PLACEHOLDER_FOR_CARTESI,1711324800,34.49681167594866,54.554699265809504,1.138119556275593,1284.2434312184332,4.998234661544839,16.277865562103635,1.714295461942412,18.409243934381102,19.714892835140898,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R1,PLACEHOLDER_FOR_CARTESI,1711346400,34.5177083218414,54.567700921608875,1.1520768569698954,1284.2331453287422,5.01612292859043,16.29552849436211,1.7063305062280436,18.40960282404486,19.72732849272561,SA,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:agri-R1,PLACEHOLDER_FOR_CARTESI,1711368000,34.492833327675335,54.57865156036372,1.1536012273524168,1284.245238569673,4.989438338386393,16.273109663006885,1.7091538937840514,18.408422254131015,19.726464025117043,SA,CARTESI_GENERATED,CARTESI_GENERATED
